Genus,Group,Family,Source
Vilobia,A,Asteraceae,APG4
Viminaria,A,Fabaceae,APG4
Vinca,A,Apocynaceae,APG4
Vincentella,A,Sapotaceae,APG4
Vincentia,A,Cyperaceae,APG4
Vincetoxicopsis,A,Apocynaceae,APG4
Vincetoxicum,A,Apocynaceae,APG4
Vindasia,A,Acanthaceae,APG4
Vinicia,A,Asteraceae,APG4
Vinkia,A,Haloragaceae,APG4
Vinogradovia,A,Apiaceae,APG4
Vinticena,A,Malvaceae,APG4
Viola,A,Violaceae,APG4
Viorna,A,Ranunculaceae,APG4
Viposia,A,Celastraceae,APG4
Virchowia,A,Apocynaceae,APG4
Virecta,A,Rubiaceae,APG4
Virectaria,A,Rubiaceae,APG4
Virgaria,A,Asteraceae,APG4
Virgilia,A,Fabaceae,APG4
Virginea,A,Asteraceae,APG4
Virginia,A,Asteraceae,APG4
Virgularia,A,Scrophulariaceae,APG4
Virgulaster,A,Asteraceae,APG4
Virgulus,A,Asteraceae,APG4
Viridantha,A,Bromeliaceae,APG4
Viridivia,A,Passifloraceae,APG4
Virola,A,Myristicaceae,APG4
Virotia,A,Proteaceae,APG4
Viscago,A,Caryophyllaceae,APG4
Viscainoa,A,Zygophyllaceae,APG4
Viscaria,A,Caryophyllaceae,APG4
Viscoides,A,Rubiaceae,APG4
Viscum,A,Santalaceae,APG4
Visenia,A,Malvaceae,APG4
Vismia,A,Hypericaceae,APG4
Vismianthus,A,Connaraceae,APG4
Visnaga,A,Apiaceae,APG4
Visnea,A,Pentaphylacaceae,APG4
Vissadali,A,Rubiaceae,APG4
Vitaliana,A,Primulaceae,APG4
Vitekorchis,A,Orchidaceae,APG4
Vitellaria,A,Sapotaceae,APG4
Vitellariopsis,A,Sapotaceae,APG4
Vitenia,A,Sapindaceae,APG4
Vitex,A,Lamiaceae,APG4
Viticella,A,Boraginaceae,APG4
Viticipremna,A,Lamiaceae,APG4
Vitiphoenix,A,Arecaceae,APG4
Vitis,A,Vitaceae,APG4
Vitis-idaea,A,Ericaceae,APG4
Vitmannia,A,Simaroubaceae,APG4
Vittadinia,A,Asteraceae,APG4
Vittaria,F,Pteridaceae,TPL
Vittetia,A,Asteraceae,APG4
Viviana,A,Rubiaceae,APG4
Viviania,A,Francoaceae,APG4
Vladimiria,A,Asteraceae,APG4
Vlamingia,A,Violaceae,APG4
Vleisia,A,Potamogetonaceae,APG4
Vlokia,A,Aizoaceae,APG4
Voacanga,A,Apocynaceae,APG4
Voandzeia,A,Fabaceae,APG4
Voanioala,A,Arecaceae,APG4
Voatamalo,A,Picrodendraceae,APG4
Vochy,A,Vochysiaceae,APG4
Vochya,A,Vochysiaceae,APG4
Vochysia,A,Vochysiaceae,APG4
Voelckeria,A,Pentaphylacaceae,APG4
Vogelocassia,A,Fabaceae,APG4
Voglera,A,Fabaceae,APG4
Vogtia,A,Asteraceae,APG4
Voharanga,A,Apocynaceae,APG4
Vohemaria,A,Apocynaceae,APG4
Voigtia,A,Rubiaceae,APG4
Voladeria,A,Cyperaceae,APG4
Volkameria,A,Lamiaceae,APG4
Volkensia,A,Asteraceae,APG4
Volkensiella,A,Apiaceae,APG4
Volkensinia,A,Amaranthaceae,APG4
Volkensiophyton,A,Acanthaceae,APG4
Volkensteinia,A,Ochnaceae,APG4
Volkiella,A,Cyperaceae,APG4
Volutarella,A,Asteraceae,APG4
Volutaria,A,Asteraceae,APG4
Volvulopsis,A,Convolvulaceae,APG4
Volvulus,A,Convolvulaceae,APG4
Vonitra,A,Arecaceae,APG4
Vonroemeria,A,Orchidaceae,APG4
Vossia,A,Poaceae,APG4
Vossianthus,A,Malvaceae,APG4
Votomita,A,Melastomataceae,APG4
Votschia,A,Primulaceae,APG4
Vouacapoua,A,Fabaceae,APG4
Vouapa,A,Fabaceae,APG4
Vouarana,A,Sapindaceae,APG4
Vouay,A,Arecaceae,APG4
Voyria,A,Gentianaceae,APG4
Voyriella,A,Gentianaceae,APG4
Vriesea,A,Bromeliaceae,APG4
Vrolikia,A,Scrophulariaceae,APG4
Vrydagzynea,A,Orchidaceae,APG4
Vuacapua,A,Fabaceae,APG4
Vuapa,A,Fabaceae,APG4
Vulcanoa,A,Apocynaceae,APG4
Vulneraria,A,Fabaceae,APG4
Vulpia,A,Poaceae,APG4
Vulpiella,A,Poaceae,APG4
Vuylstekeara X,A,Orchidaceae,APG4
Vvedenskia,A,Apiaceae,APG4
Vvedenskya,A,Apiaceae,APG4
Vvedenskyella,A,Brassicaceae,APG4
Vyenomus,A,Celastraceae,APG4
Wachendorfia,A,Haemodoraceae,APG4
Waddingtonia,A,Solanaceae,APG4
Wadea,A,Solanaceae,APG4
Wadithamnus,A,Amaranthaceae,APG4
Wagatea,A,Fabaceae,APG4
Wageneria,A,Begoniaceae,APG4
Wagenitzia,A,Asteraceae,APG4
Wagneriopteris,F,Tectariaceae,TPL
Wahlbergella,A,Caryophyllaceae,APG4
Wahlenbergia,A,Campanulaceae,APG4
Wailesia,A,Orchidaceae,APG4
Waireia,A,Orchidaceae,APG4
Waitzia,A,Asteraceae,APG4
Wajira,A,Fabaceae,APG4
Wakilia,A,Brassicaceae,APG4
Walafrida,A,Scrophulariaceae,APG4
Walberia,A,Solanaceae,APG4
Walcuffa,A,Malvaceae,APG4
Waldeckia,A,Rosaceae,APG4
Waldheimia,A,Asteraceae,APG4
Waldsteinia,A,Rosaceae,APG4
Walidda,A,Apocynaceae,APG4
Walkera,A,Ochnaceae,APG4
Walkeria,A,Sapotaceae,APG4
Wallacea,A,Ochnaceae,APG4
Wallaceodendron,A,Fabaceae,APG4
Wallaceodoxa,A,Arecaceae,APG4
Wallenia,A,Primulaceae,APG4
Walleniella,A,Primulaceae,APG4
Walleria,A,Tecophilaeaceae,APG4
Wallia,A,Juglandaceae,APG4
Wallichia,A,Arecaceae,APG4
Wallisia,A,Bromeliaceae,APG4
Wallnoeferia,A,Orchidaceae,APG4
Wallrothia,A,Apiaceae,APG4
Walpersia,A,Fabaceae,APG4
Walsholaria,A,Asteraceae,APG4
Walsura,A,Meliaceae,APG4
Walteranthus,A,Gyrostemonaceae,APG4
Waltheria,A,Malvaceae,APG4
Waltillia,A,Bromeliaceae,APG4
Waluewa,A,Orchidaceae,APG4
Walwhalleya,A,Poaceae,APG4
Wamalchitamia,A,Asteraceae,APG4
Wangenheimia,A,Poaceae,APG4
Wangerinia,A,Caryophyllaceae,APG4
Wangia,A,Annonaceae,APG4
Wangsania,A,Apiaceae,APG4
Warburgia,A,Canellaceae,APG4
Warburgina,A,Rubiaceae,APG4
Warburtonia,A,Dilleniaceae,APG4
Warczewiczella,A,Orchidaceae,APG4
Wardaster,A,Asteraceae,APG4
Wardenia,A,Araliaceae,APG4
Warea,A,Brassicaceae,APG4
Waria,A,Annonaceae,APG4
Warionia,A,Asteraceae,APG4
Warmingia,A,Orchidaceae,APG4
Warneara X,A,Orchidaceae,APG4
Warneckea,A,Melastomataceae,APG4
Warnera,A,Ranunculaceae,APG4
Warnockia,A,Lamiaceae,APG4
Warpuria,A,Acanthaceae,APG4
Warrea,A,Orchidaceae,APG4
Warreella,A,Orchidaceae,APG4
Warreopsis,A,Orchidaceae,APG4
Warscaea,A,Orchidaceae,APG4
Warscewiczella,A,Orchidaceae,APG4
Warscewiczia,A,Rubiaceae,APG4
Warszewiczia,A,Rubiaceae,APG4
Wartmannia,A,Euphorbiaceae,APG4
Wasabia,A,Brassicaceae,APG4
Wasatchia,A,Poaceae,APG4
Washingtonia,A,Arecaceae,APG4
Waterhousea,A,Myrtaceae,APG4
Watsonamra,A,Rubiaceae,APG4
Watsonia,A,Iridaceae,APG4
Wattakaka,A,Apocynaceae,APG4
Weatherbya,F,Polypodiaceae,TPL
Webbia,A,Asteraceae,APG4
Weberaster,A,Asteraceae,APG4
Weberbauera,A,Brassicaceae,APG4
Weberbauerella,A,Fabaceae,APG4
Weberbauerocereus,A,Cactaceae,APG4
Weberiopuntia,A,Cactaceae,APG4
Weberocereus,A,Cactaceae,APG4
Websteria,A,Cyperaceae,APG4
Weddellina,A,Podostemaceae,APG4
Wedelia,A,Asteraceae,APG4
Wedeliella,A,Nyctaginaceae,APG4
Wehlia,A,Myrtaceae,APG4
Weigela,A,Caprifoliaceae,APG4
Weigelastrum,A,Caprifoliaceae,APG4
Weigelia,A,Caprifoliaceae,APG4
Weigeltia,A,Primulaceae,APG4
Weihea,A,Rhizophoraceae,APG4
Weingaertneria,A,Poaceae,APG4
Weingartia,A,Cactaceae,APG4
Weinmannia,A,Cunoniaceae,APG4
Weinmanniaphyllum,A,Cunoniaceae,APG4
Welchiodendron,A,Myrtaceae,APG4
Weldena,A,Malvaceae,APG4
Weldenia,A,Commelinaceae,APG4
Welfia,A,Arecaceae,APG4
Wellstedia,A,Boraginaceae,APG4
Welwitschia,G,Welwitschiaceae,Apweb
Welwitschiella,A,Asteraceae,APG4
Welwitschiina,A,Menispermaceae,APG4
Wenchengia,A,Lamiaceae,APG4
Wendelboa,A,Asteraceae,APG4
Wenderothia,A,Fabaceae,APG4
Wendia,A,Apiaceae,APG4
Wendlandia,A,Rubiaceae,APG4
Wendlandiella,A,Arecaceae,APG4
Wendtia,A,Francoaceae,APG4
Wentsaiboea,A,Gesneriaceae,APG4
Wenzelia,A,Rutaceae,APG4
Werauhia,A,Bromeliaceae,APG4
Wercklea,A,Malvaceae,APG4
Werckleocereus,A,Cactaceae,APG4
Werdermannia,A,Brassicaceae,APG4
Werklea,A,Malvaceae,APG4
Werneria,A,Asteraceae,APG4
Wernhamia,A,Rubiaceae,APG4
Westara X,A,Orchidaceae,APG4
Westia,A,Fabaceae,APG4
Westonia,A,Fabaceae,APG4
Westoniella,A,Asteraceae,APG4
Westphalina,A,Malvaceae,APG4
Westringia,A,Lamiaceae,APG4
Wetria,A,Euphorbiaceae,APG4
Wetriaria,A,Euphorbiaceae,APG4
Wettinella,A,Arecaceae,APG4
Wettinia,A,Arecaceae,APG4
Wettiniicarpus,A,Arecaceae,APG4
Wettsteinia,A,Asteraceae,APG4
Wettsteiniola,A,Podostemaceae,APG4
Whalleya,A,Poaceae,APG4
Wheelerella,A,Boraginaceae,APG4
Whipplea,A,Hydrangeaceae,APG4
Whiteheadia,A,Asparagaceae,APG4
Whiteochloa,A,Poaceae,APG4
Whiteodendron,A,Myrtaceae,APG4
White-sloanea,A,Apocynaceae,APG4
White-Sloanea,A,Apocynaceae,APG4
Whitesloaniopsis X,A,Apocynaceae,APG4
Whitfieldia,A,Acanthaceae,APG4
Whitfordia,A,Fabaceae,APG4
Whitfordiodendron,A,Fabaceae,APG4
Whitia,A,Gesneriaceae,APG4
Whitlavia,A,Boraginaceae,APG4
Whitleya,A,Solanaceae,APG4
Whitmorea,A,Stemonuraceae,APG4
Whitneya,A,Asteraceae,APG4
Whittonia,A,Peridiscaceae,APG4
Whyanbeelia,A,Picrodendraceae,APG4
Whytockia,A,Gesneriaceae,APG4
Wiasemskya,A,Rubiaceae,APG4
Wiborgia,A,Fabaceae,APG4
Wiborgiella,A,Fabaceae,APG4
Widdringtonia,G,Cupressaceae,Apweb
Widgrenia,A,Apocynaceae,APG4
Widjajachloa,A,Poaceae,APG4
Wiedemannia,A,Lamiaceae,APG4
Wiegmannia,A,Rubiaceae,APG4
Wielandia,A,Phyllanthaceae,APG4
Wierzbickia,A,Caryophyllaceae,APG4
Wiesneria,A,Alismataceae,APG4
Wigandia,A,Boraginaceae,APG4
Wiggersia,A,Fabaceae,APG4
Wigginsia,A,Cactaceae,APG4
Wightia,A,Paulowniaceae,APG4
Wigmannia,A,Rubiaceae,APG4
Wikstroemia,A,Thymelaeaceae,APG4
Wilbrandia,A,Cucurbitaceae,APG4
Wilburchangara X,A,Orchidaceae,APG4
Wilckia,A,Brassicaceae,APG4
Wilcoxia,A,Cactaceae,APG4
Wilczekra,A,Celastraceae,APG4
Wildemaniodoxa,A,Sapotaceae,APG4
Wildpretina,A,Gentianaceae,APG4
Wildungenia,A,Gesneriaceae,APG4
Wilhelminia,A,Malvaceae,APG4
Wilhelmsia,A,Caryophyllaceae,APG4
Wilibalda,A,Poaceae,APG4
Wilibald-schmidtia,A,Poaceae,APG4
Wilkesia,A,Asteraceae,APG4
Wilkiea,A,Monimiaceae,APG4
Wilkinsara X,A,Orchidaceae,APG4
Willardia,A,Fabaceae,APG4
Willbleibia,A,Poaceae,APG4
Willdampia,A,Fabaceae,APG4
Willdenovia,A,Rubiaceae,APG4
Willdenowia,A,Restionaceae,APG4
Willemetia,A,Asteraceae,APG4
Williamia,A,Phyllanthaceae,APG4
Williamodendron,A,Lauraceae,APG4
Williamsia,A,Rubiaceae,APG4
Willisia,A,Podostemaceae,APG4
Willkommia,A,Poaceae,APG4
Willoughbya,A,Asteraceae,APG4
Willugbaeya,A,Asteraceae,APG4
Willughbeia,A,Apocynaceae,APG4
Willughbeiopsis,A,Apocynaceae,APG4
Willwebera,A,Caryophyllaceae,APG4
Wilmattea,A,Cactaceae,APG4
Wilsonara X,A,Orchidaceae,APG4
Wilsonaria,A,Rosaceae,APG4
Wilsonia,A,Convolvulaceae,APG4
Wimmeranthus,A,Campanulaceae,APG4
Wimmerella,A,Campanulaceae,APG4
Wimmeria,A,Celastraceae,APG4
Winchia,A,Apocynaceae,APG4
Windmannia,A,Cunoniaceae,APG4
Windsoria,A,Poaceae,APG4
Windsorina,A,Rapateaceae,APG4
Wingfieldara X,A,Orchidaceae,APG4
Winifredia,A,Restionaceae,APG4
Winika,A,Orchidaceae,APG4
Winitia,A,Annonaceae,APG4
Winklera,A,Brassicaceae,APG4
Winklerella,A,Podostemaceae,APG4
Wintera,A,Winteraceae,APG4
Winterana,A,Canellaceae,APG4
Winteria,A,Cactaceae,APG4
Winterocereus,A,Cactaceae,APG4
Wirtgenia,A,Poaceae,APG4
Wislizenia,A,Cleomaceae,APG4
Wissadula,A,Malvaceae,APG4
Wissmannia,A,Arecaceae,APG4
Wisteria,A,Fabaceae,APG4
Wisteriopsis,A,Fabaceae,APG4
Withania,A,Solanaceae,APG4
Witheringia,A,Solanaceae,APG4
Withnerara X,A,Orchidaceae,APG4
Witsenia,A,Iridaceae,APG4
Wittea,A,Campanulaceae,APG4
Wittia,A,Cactaceae,APG4
Wittiocactus,A,Cactaceae,APG4
Wittmackanthus,A,Rubiaceae,APG4
Wittmackia,A,Bromeliaceae,APG4
Wittmannia,A,Rubiaceae,APG4
Wittrockia,A,Bromeliaceae,APG4
Wittsteinia,A,Alseuosmiaceae,APG4
Wodyetia,A,Arecaceae,APG4
Woehleria,A,Amaranthaceae,APG4
Woikoia,A,Sapotaceae,APG4
Wokoia,A,Sapotaceae,APG4
Wolffia,A,Araceae,APG4
Wolffiella,A,Araceae,APG4
Wolffiopsis,A,Araceae,APG4
Wolfia,A,Lowiaceae,APG4
Wollastonia,A,Asteraceae,APG4
Wollemia,G,Araucariaceae,Apweb
Wollemiaster,A,Asteraceae,APG4
Wooara X,A,Orchidaceae,APG4
Woodburnia,A,Araliaceae,APG4
Woodfordia,A,Lythraceae,APG4
Woodia,A,Apocynaceae,APG4
Woodianthus,A,Malvaceae,APG4
Woodiella,A,Annonaceae,APG4
Woodiellantha,A,Annonaceae,APG4
Woodrowia,A,Poaceae,APG4
Woodsia,F,Woodsiaceae,TPL
Woodsimatium X,F,Woodsiaceae,TPL
Woodsonia,A,Arecaceae,APG4
Woodvillea,A,Asteraceae,APG4
Woodwardia,F,Blechnaceae,TPL
Wooleya,A,Aizoaceae,APG4
Woollsia,A,Ericaceae,APG4
Wootonella,A,Asteraceae,APG4
Wootonia,A,Asteraceae,APG4
Wormia,A,Dilleniaceae,APG4
Wormskioldia,A,Passifloraceae,APG4
Woronowia,A,Rosaceae,APG4
Worsleya,A,Amaryllidaceae,APG4
Woytkowskia,A,Apocynaceae,APG4
Wrightea,A,Arecaceae,APG4
Wrightia,A,Apocynaceae,APG4
Wrixonia,A,Lamiaceae,APG4
Wuacanthus,A,Acanthaceae,APG4
Wuerschmittia,A,Asteraceae,APG4
Wulfenia,A,Plantaginaceae,APG4
Wulfeniopsis,A,Plantaginaceae,APG4
Wulffia,A,Asteraceae,APG4
Wulfhorstia,A,Meliaceae,APG4
Wullschlaegelia,A,Orchidaceae,APG4
Wunderlichia,A,Asteraceae,APG4
Wunschmannia,A,Bignoniaceae,APG4
Wuodendron,A,Annonaceae,APG4
Wurdackanthus,A,Gentianaceae,APG4
Wurdackia,A,Eriocaulaceae,APG4
Wurdastom,A,Melastomataceae,APG4
Wurfbainia,A,Zingiberaceae,APG4
Wurmbaea,A,Liliaceae,APG4
Wurmbea,A,Colchicaceae,APG4
Wurtzia,A,Phyllanthaceae,APG4
Wycliffea,A,Caryophyllaceae,APG4
Wydleria,A,Apiaceae,APG4
Wyethia,A,Asteraceae,APG4
Wyomingia,A,Asteraceae,APG4
Xaiasme,A,Thymelaeaceae,APG4
Xalkitis,A,Asteraceae,APG4
Xamesike,A,Euphorbiaceae,APG4
Xamilenis,A,Caryophyllaceae,APG4
Xananthes,A,Lentibulariaceae,APG4
Xanthanthos,A,Poaceae,APG4
Xanthe,A,Clusiaceae,APG4
Xantheranthemum,A,Acanthaceae,APG4
Xanthidium,A,Asteraceae,APG4
Xanthisma,A,Asteraceae,APG4
Xanthium,A,Asteraceae,APG4
Xantho,A,Asteraceae,APG4
Xanthobrychis,A,Fabaceae,APG4
Xanthocephalum,A,Asteraceae,APG4
Xanthoceras,A,Sapindaceae,APG4
Xanthocercis,A,Fabaceae,APG4
Xanthochloa,A,Poaceae,APG4
Xanthochrysum,A,Asteraceae,APG4
Xanthochymus,A,Clusiaceae,APG4
Xanthocoma,A,Asteraceae,APG4
Xanthocyparis,G,Cupressaceae,Apweb
Xanthogalum,A,Apiaceae,APG4
Xantholepis,A,Asteraceae,APG4
Xanthomyrtus,A,Myrtaceae,APG4
Xanthonanthos,A,Poaceae,APG4
Xanthonanthus,A,Poaceae,APG4
Xanthopappus,A,Asteraceae,APG4
Xanthophthalmum,A,Asteraceae,APG4
Xanthophyllon,A,Rutaceae,APG4
Xanthophyllum,A,Polygalaceae,APG4
Xanthophytopsis,A,Rubiaceae,APG4
Xanthophytum,A,Rubiaceae,APG4
Xanthopsis,A,Asteraceae,APG4
Xanthorhiza,A,Ranunculaceae,APG4
Xanthorrhoea,A,Asphodelaceae,APG4
Xanthoselinum,A,Apiaceae,APG4
Xanthosia,A,Apiaceae,APG4
Xanthosoma,A,Araceae,APG4
Xanthostachya,A,Acanthaceae,APG4
Xanthostemon,A,Myrtaceae,APG4
Xanthoxalis,A,Oxalidaceae,APG4
Xanthoxylon,A,Rutaceae,APG4
Xanthoxylum,A,Rutaceae,APG4
Xantolis,A,Sapotaceae,APG4
Xantonnea,A,Rubiaceae,APG4
Xantonneopsis,A,Rubiaceae,APG4
Xantophtalmum,A,Asteraceae,APG4
Xaritonia,A,Orchidaceae,APG4
Xatardia,A,Apiaceae,APG4
Xaveria,A,Ranunculaceae,APG4
Xeilyathum,A,Orchidaceae,APG4
Xenacanthus,A,Acanthaceae,APG4
Xenia,A,Anacampserotaceae,APG4
Xenikophyton,A,Orchidaceae,APG4
Xenocarpus,A,Asteraceae,APG4
Xenochloa,A,Poaceae,APG4
Xenodendron,A,Myrtaceae,APG4
Xenophontia,A,Asteraceae,APG4
Xenophya,A,Araceae,APG4
Xenophyllum,A,Asteraceae,APG4
Xenopoma,A,Lamiaceae,APG4
Xenoscapa,A,Iridaceae,APG4
Xenosia,A,Orchidaceae,APG4
Xenostegia,A,Convolvulaceae,APG4
Xeracina,A,Melastomataceae,APG4
Xeraea,A,Amaranthaceae,APG4
Xeranthemum,A,Asteraceae,APG4
Xeroaloysia,A,Verbenaceae,APG4
Xerobius,A,Asteraceae,APG4
Xerocarpa,A,Lamiaceae,APG4
Xerocarpus,A,Fabaceae,APG4
Xerocassia,A,Fabaceae,APG4
Xerochlamys,A,Sarcolaenaceae,APG4
Xerochloa,A,Poaceae,APG4
Xerochrysum,A,Asteraceae,APG4
Xerocladia,A,Fabaceae,APG4
Xerococcus,A,Rubiaceae,APG4
Xerodanthia,A,Poaceae,APG4
Xeroderris,A,Fabaceae,APG4
Xerodraba,A,Brassicaceae,APG4
Xerolekia,A,Asteraceae,APG4
Xerolirion,A,Asparagaceae,APG4
Xeroloma,A,Asteraceae,APG4
Xeromphis,A,Rubiaceae,APG4
Xeronema,A,Xeronemataceae,APG4
Xeropappus,A,Asteraceae,APG4
Xeropetalum,A,Malvaceae,APG4
Xerophyllum,A,Melanthiaceae,APG4
Xerophysa,A,Fabaceae,APG4
Xerophyta,A,Velloziaceae,APG4
Xeroplana,A,Stilbaceae,APG4
Xerorchis,A,Orchidaceae,APG4
Xerosicyos,A,Cucurbitaceae,APG4
Xerosiphon,A,Amaranthaceae,APG4
Xerosollya,A,Pittosporaceae,APG4
Xerospermum,A,Sapindaceae,APG4
Xerosphaera,A,Fabaceae,APG4
Xerospiraea,A,Rosaceae,APG4
Xerotes,A,Asparagaceae,APG4
Xerothamnella,A,Acanthaceae,APG4
Xerotia,A,Caryophyllaceae,APG4
Xerotium,A,Asteraceae,APG4
Xerxes,A,Asteraceae,APG4
Xestaea,A,Gentianaceae,APG4
Xetoligus,A,Asteraceae,APG4
Ximenesia,A,Asteraceae,APG4
Ximenia,A,Olacaceae,APG4
Ximeniopsis,A,Olacaceae,APG4
Xiphagrostis,A,Poaceae,APG4
Xiphidium,A,Haemodoraceae,APG4
Xiphion,A,Iridaceae,APG4
Xiphium,A,Iridaceae,APG4
Xiphizusa,A,Orchidaceae,APG4
Xiphocarpus,A,Fabaceae,APG4
Xiphochaeta,A,Asteraceae,APG4
Xiphophyllum,A,Orchidaceae,APG4
Xiphopterella,F,Polypodiaceae,TPL
Xiphopteris,F,Polypodiaceae,TPL
Xiphosium,A,Orchidaceae,APG4
Xiphostylis,A,Fabaceae,APG4
Xiphotheca,A,Fabaceae,APG4
Xipotheca,A,Fabaceae,APG4
Xiquexique,A,Cactaceae,APG4
Xizangia,A,Orobanchaceae,APG4
Xochiquetzallia,A,Asparagaceae,APG4
Xolantha,A,Cistaceae,APG4
Xolemia,A,Gentianaceae,APG4
Xolisma,A,Ericaceae,APG4
Xolocotzia,A,Verbenaceae,APG4
Xuarezia,A,Scrophulariaceae,APG4
Xylacanthus,A,Acanthaceae,APG4
Xylanche,A,Orobanchaceae,APG4
Xylanthemum,A,Asteraceae,APG4
Xylia,A,Fabaceae,APG4
Xylinabaria,A,Apocynaceae,APG4
Xylinabariopsis,A,Apocynaceae,APG4
Xylobium,A,Orchidaceae,APG4
Xylocalyx,A,Orobanchaceae,APG4
Xylocarpus,A,Meliaceae,APG4
Xylochlamys,A,Loranthaceae,APG4
Xylococcus,A,Ericaceae,APG4
Xylolobus,A,Fabaceae,APG4
Xylomelum,A,Proteaceae,APG4
Xylonagra,A,Onagraceae,APG4
Xylonymus,A,Celastraceae,APG4
Xyloolaena,A,Sarcolaenaceae,APG4
Xylophacos,A,Fabaceae,APG4
Xylophragma,A,Bignoniaceae,APG4
Xylophylla,A,Phyllanthaceae,APG4
Xylophyllos,A,Santalaceae,APG4
Xylopia,A,Annonaceae,APG4
Xylopiastrum,A,Annonaceae,APG4
Xylopicron,A,Annonaceae,APG4
Xylopicrum,A,Annonaceae,APG4
Xylopleurum,A,Onagraceae,APG4
Xylopodia,A,Loasaceae,APG4
Xylorhiza,A,Asteraceae,APG4
Xylosalsola,A,Amaranthaceae,APG4
Xyloselinum,A,Apiaceae,APG4
Xylosma,A,Salicaceae,APG4
Xylosteon,A,Caprifoliaceae,APG4
Xylosterculia,A,Malvaceae,APG4
Xylothamia,A,Asteraceae,APG4
Xylotheca,A,Achariaceae,APG4
Xylothermia,A,Fabaceae,APG4
Xylovirgata,A,Asteraceae,APG4
Xymalos,A,Monimiaceae,APG4
Xynophylla,A,Santalaceae,APG4
Xyochlaena,A,Poaceae,APG4
Xyridion,A,Iridaceae,APG4
Xyridopsis,A,Asteraceae,APG4
Xyris,A,Xyridaceae,APG4
Xyropteris,F,Lindsaeaceae,TPL
Xyroschoenus,A,Cyperaceae,APG4
Xysmalobium,A,Apocynaceae,APG4
Xystidium,A,Poaceae,APG4
Xystrolobus,A,Hydrocharitaceae,APG4
Yabea,A,Apiaceae,APG4
Yadakeya,A,Poaceae,APG4
Yahiroara X,A,Orchidaceae,APG4
Yakirra,A,Poaceae,APG4
Yamadara X,A,Orchidaceae,APG4
Yamala,A,Saxifragaceae,APG4
Yamazakia,A,Linderniaceae,APG4
Yangapa,A,Rubiaceae,APG4
Yanomamua,A,Gentianaceae,APG4
Yapara X,A,Orchidaceae,APG4
Yariguianthus,A,Asteraceae,APG4
Yarina,A,Arecaceae,APG4
Yasunia,A,Lauraceae,APG4
Yatabea,A,Berberidaceae,APG4
Yavia,A,Cactaceae,APG4
Yazdana,A,Caryophyllaceae,APG4
Yeatesia,A,Acanthaceae,APG4
Yermo,A,Asteraceae,APG4
Yersinochloa,A,Poaceae,APG4
Yervamora,A,Amaranthaceae,APG4
Yildirimlia,A,Apiaceae,APG4
Yinquania,A,Cornaceae,APG4
Yinshania,A,Brassicaceae,APG4
Ynesa,A,Arecaceae,APG4
Yoania,A,Orchidaceae,APG4
Yolanda,A,Orchidaceae,APG4
Yoneoara X,A,Orchidaceae,APG4
Yonglingia,A,Asteraceae,APG4
Yosemitea,A,Brassicaceae,APG4
Youngia,A,Asteraceae,APG4
Ypsilandra,A,Melanthiaceae,APG4
Ypsilopus,A,Orchidaceae,APG4
Ypsilorchis,A,Orchidaceae,APG4
Ystia,A,Poaceae,APG4
Yua,A,Vitaceae,APG4
Yucaratonia,A,Fabaceae,APG4
Yucca,A,Asparagaceae,APG4
Yulania,A,Magnoliaceae,APG4
Yunckeria,A,Primulaceae,APG4
Yungasocereus,A,Cactaceae,APG4
Yunkia,A,Brassicaceae,APG4
Yunnanea,A,Theaceae,APG4
Yunnanopilia,A,Opiliaceae,APG4
Yunquea,A,Asteraceae,APG4
Yushania,A,Poaceae,APG4
Yusofara X,A,Orchidaceae,APG4
Yutajea,A,Rubiaceae,APG4
Yuyba,A,Arecaceae,APG4
Yvesia,A,Poaceae,APG4
Zaa,A,Bignoniaceae,APG4
Zabelia,A,Caprifoliaceae,APG4
Zacateza,A,Apocynaceae,APG4
Zaczatea,A,Apocynaceae,APG4
Zaehringia,A,Vitaceae,APG4
Zaga,A,Fabaceae,APG4
Zagrosia,A,Asparagaceae,APG4
Zahariadia,A,Asparagaceae,APG4
Zahlbrucknera,A,Saxifragaceae,APG4
Zahora,A,Brassicaceae,APG4
Zalaccella,A,Arecaceae,APG4
Zaleja,A,Aizoaceae,APG4
Zaleya,A,Aizoaceae,APG4
Zalitea,A,Euphorbiaceae,APG4
Zalmaria,A,Rubiaceae,APG4
Zalusianskya,F,Marsileaceae,TPL
Zaluzania,A,Asteraceae,APG4
Zaluzianskia,F,Marsileaceae,TPL
Zaluzianskya,A,Scrophulariaceae,APG4
Zamaria,A,Rubiaceae,APG4
Zameioscirpus,A,Cyperaceae,APG4
Zamia,G,Zamiaceae,Apweb
Zamioculcas,A,Araceae,APG4
Zamzela,A,Chrysobalanaceae,APG4
Zandera,A,Asteraceae,APG4
Zanha,A,Sapindaceae,APG4
Zannichellia,A,Potamogetonaceae,APG4
Zanonia,A,Cucurbitaceae,APG4
Zantedeschia,A,Araceae,APG4
Zanthorhiza,A,Ranunculaceae,APG4
Zanthoxylum,A,Rutaceae,APG4
Zapania,A,Verbenaceae,APG4
Zapoteca,A,Fabaceae,APG4
Zappania,A,Lamiaceae,APG4
Zaqiqah,A,Poaceae,APG4
Zarabellia,A,Asteraceae,APG4
Zarcoa,A,Phyllanthaceae,APG4
Zataria,A,Lamiaceae,APG4
